StateName,County,Countyrate,City,Salestaxrate,AlachuaCounty,7%
Alabama,,,Margaret,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Wattsville,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Cook Springs,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Sumter County,11%,Livingston,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,York,11%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Cuba,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Emelle,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Ward,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Epes,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Panola,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Bellamy,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Gainesville,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Talladega County,10%,Talladega,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sylacauga,8%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Lincoln,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Childersburg,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sylacauga,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Munford,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Alpine,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sycamore,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Bon Air,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Tallapoosa County,10%,Alexander City,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Dadeville,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Jacksons Gap,7.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Camp Hill,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Tuscaloosa County,10%,Tuscaloosa,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Northport,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Mc Calla,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Northport,9.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Cottondale,9.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Duncanville,9.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Coker,9.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Vance,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Brookwood,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Buhl,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Fosters,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Ralph,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Elrod,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Echola,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Coaling,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Abernant,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Peterson,9.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Samantha,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Walker County,10%,Jasper,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Jasper,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Cordova,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Nauvoo,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Parrish,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Carbon Hill,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Empire,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Quinton,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Oakman,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sumiton,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Townley,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Kansas,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sipsey,8%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Burnwell,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Goodsprings,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Washington County,5%,Millry,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Mc Intosh,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Chatom,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Leroy,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Wagarville,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Saint Stephens,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Calvert,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Fruitdale,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Vinegar Bend,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Tibbie,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Malcolm,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Deer Park,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Sunflower,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Frankville,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Wilcox County,8.50%,Camden,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Pine Hill,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Lower Peach Tree,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Alberta,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Catherine,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Pine Apple,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Coy,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Boykin,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Furman,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Oak Hill,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Arlington,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Mc Williams,8.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,Winston County,10%,Haleyville,10%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Double Springs,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Arley,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Addison,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Lynn,8%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Houston,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Delmar,8%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alabama,,,Natural Bridge,9%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Aleutians East Borough,6%,Sand Point,4%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,King Cove,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Akutan,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Cold Bay,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,False Pass,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Aleutians West Census Area,4%,Dutch Harbor,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Unalaska,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Adak,4%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Atka,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Nikolski,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Saint Paul Island,3.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Saint George Island,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Anchorage Borough,N/A,Anchorage,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Eagle River,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Jber,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Chugiak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Girdwood,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Indian,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Bethel Census Area,6%,Bethel,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Quinhagak,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Aniak,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Eek,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Akiak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kipnuk,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kalskag,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Tununak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Akiachak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kasigluk,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kwethluk,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Mekoryuk,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Napakiak,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Platinum,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Tuluksak,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Chefornak,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Nightmute,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Red Devil,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Sleetmute,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kongiganak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Nunapitchuk,4%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Toksook Bay,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Tuntutuliak,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Goodnews Bay,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kwigillingok,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Crooked Creek,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Lower Kalskag,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Bristol Bay Borough,N/A,King Salmon,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Naknek,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,South Naknek,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Denali Borough,N/A,Healy,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Anderson,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Cantwell,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Denali National Park,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Dillingham Census Area,6%,Dillingham,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Togiak,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ekwok,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Aleknagik,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Manokotak,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Clarks Point,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,New Stuyahok,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Fairbanks North Star Borough,N/A,Fairbanks,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Fairbanks,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,North Pole,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Fort Wainwright,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Eielson Afb,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ester,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ester,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Haines Borough,4%,Haines,4%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Hoonah-Angoon Borough,6.50%,Hoonah,6.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Gustavus,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Angoon,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Pelican,4%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Elfin Cove,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Tenakee Springs,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Juneau Borough,5%,Juneau,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Douglas,5%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Kenai Peninsula Borough,7.85%,Soldotna,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kenai,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Homer,8%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Seward,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Sterling,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Kasilof,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Anchor Point,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Nikiski,6%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ninilchik,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Seldovia,7.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Hope,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Tyonek,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Clam Gulch,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Moose Pass,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Ketchikan Gateway Borough,6.50%,Ketchikan,6.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ward Cove,2.50%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Kodiak Island Borough,7%,Kodiak,7%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Karluk,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Ouzinkie,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Larsen Bay,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Old Harbor,3%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Port Lions,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,,,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,Lake And Peninsula Borough,6%,Egegik,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Chignik,2%,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Iliamna,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Levelock,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Nondalton,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Pedro Bay,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Perryville,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Pilot Point,N/A,"Source: salestaxhandbook.com

Date: 09-10-2021
",
Alaska,,,Port Heiden,N/A,,
Alaska,,,,,,
Alaska,Matanuska-Susitna Borough,3%,Palmer,N/A,Matanuska-Susitna Borough,
Alaska,,,Wasilla,2.50%,Wasilla,
Alaska,,,Big Lake,N/A,Matanuska-Susitna Borough,
Alaska,,,Willow,N/A,Matanuska-Susitna Borough,
Alaska,,,Talkeetna,3%,Matanuska-Susitna Brg,
Alaska,,,Sutton,N/A,Matanuska-Susitna Borough,
Alaska,,,Houston,2%,Houston,
Alaska,,,Skwentna,N/A,Matanuska-Susitna Borough,
Alaska,,,Trapper Creek,,,
Alaska,,,,,,
Alaska,Nome Census Area,5%,Nome,5%,Nome,
Alaska,,,Unalakleet,5%,Unalakleet,
Alaska,,,Elim,N/A,Alaska State,
Alaska,,,Koyuk,3%,Koyuk,
Alaska,,,Wales,3%,Wales,
Alaska,,,Teller,3%,Teller,
Alaska,,,Gambell,3%,Gambell,
Alaska,,,Savoonga,4%,Savoonga,
Alaska,,,Stebbins,4%,Stebbins,
Alaska,,,Shaktoolik,4%,Shaktoolik,
Alaska,,,Shishmaref,3%,Shishmaref,
Alaska,,,Saint Michael,N/A,Grayling,
Alaska,,,Brevig Mission,3%,Brevig Mission,
Alaska,,,White Mountain,,,
Alaska,,,,,,
Alaska,North Slope Borough,3%,Barrow,N/A,Utqiagvik,
Alaska,,,Point Hope,3%,Point Hope,
Alaska,,,Wainwright,N/A,Wainwright,
Alaska,,,Atqasuk,N/A,Atqasuk,
Alaska,,,Nuiqsut,N/A,Nuiqsut,
Alaska,,,Kaktovik,N/A,Kaktovik,
Alaska,,,Point Lay,N/A,North Slope Borough,
Alaska,,,Prudhoe Bay,N/A,North Slope Borough,
Alaska,,,Anaktuvuk Pass,N/A,Anaktuvuk Pass,
Alaska,,,,,,
Alaska,Petersburg Borough,6%,Petersburg,6%,Petersburg Borough,
Alaska,,,Kake,5%,Kake,
Alaska,,,Port Alexander,4%,Port Alexander,
Alaska,,,,,,
Alaska,Northwest Arctic Borough,6.50%,Kotzebue,6%,Kotzebue,
Alaska,,,Kiana,N/A,Northwest Arctic Borough,
Alaska,,,Kiana,3%,Kobuk,
Alaska,,,Ambler,3%,Ambler,
Alaska,,,Noatak,N/A,Northwest Arctic Borough,
Alaska,,,Deering,N/A,Northwest Arctic Borough,
Alaska,,,Noorvik,4%,Noorvik,
Alaska,,,Selawik,6.50%,Selawik,
Alaska,,,Buckland,6%,Buckland,
Alaska,,,Kivalina,2%,Kivalina,
Alaska,,,Shungnak,2%,Shungnak,
Alaska,,,,,,
Alaska,Prince Of Wales-Outer Ketchikan Borough,7%,Craig,5%,Craig,
Alaska,,,Metlakatla,N/A,Alaska State,
Alaska,,,Klawock,6.50%,Klawock,
Alaska,,,Hyder,N/A,Alaska State,
Alaska,,,Hydaburg,6%,Hydaburg,
Alaska,,,Thorne Bay,N/A,Alaska State,
Alaska,,,Point Baker,N/A,Alaska State,
Alaska,,,Coffman Cove,N/A,Coffman Cove,
Alaska,,,Meyers Chuck,7%,Wrangell,
,,,,,,
Alaska,,,,,,
Alaska,Sitka Borough,6%,Sitka,6%,Sitka Burrough,
Alaska,,,,,,
,,,,,,
Alaska,Skagway Borough,5%,Skagway,5%,Skagway,
Alaska,,,,,,
,,,,,,
Alaska,Southeast Fairbanks Census Area,N/A,Delta Junction,N/A,Alaska State,
Alaska,,,Tok,N/A,Alaska State,
Alaska,,,Fort Greely,N/A,Alaska State,
Alaska,,,Eagle,N/A,Eagle,
Alaska,,,Chicken,N/A,Alaska State,
Alaska,,,Northway,N/A,Alaska State,
Alaska,,,Tanacross,N/A,Alaska State,
Alaska,,,,,,
Alaska,Valdez-Cordova Census Area,6%,Valdez,N/A,Valdez,
Alaska,,,Cordova,6%,Cordova,
Alaska,,,Glennallen,N/A,Alaska State,
Alaska,,,Copper Center,N/A,Alaska State,
Alaska,,,Gakona,N/A,Alaska State,
Alaska,,,Chitina,N/A,Alaska State,
Alaska,,,Tatitlek,N/A,Alaska,
Alaska,,,Whittier,5%,Whittier,
,,,,,,
Alaska,,,,,,
Alaska,Wade Hampton Census Area,6%,Hooper Bay,5%,Hooper Bay,
Alaska,,,Chevak,3%,Chevak,
Alaska,,,Emmonak,4%,Emmonak,
Alaska,,,Mountain Village,3%,Mountain Village,
Alaska,,,Saint Marys,3%,St. Mary's,
Alaska,,,Kotlik,3%,Kotlik,
Alaska,,,Alakanuk,4%,Alakanuk,
Alaska,,,Marshall,4%,Marshall,
Alaska,,,Nunam Iqua,4%,Nunam Iqua,
Alaska,,,Scammon Bay,6%,Scammon Bay,
Alaska,,,Pilot Station,4%,Pilot Station,
Alaska,,,Russian Mission,N/A,Russian Mission,
Alaska,,,,,,
Alaska,Wrangell Borough,7%,Wrangell,7%,Wrangell,
Alaska,,,,,,
,,,,,,
Alaska,Yakutat Borough,5%,Yakutat,5%,Yakutat,
Alaska,,,,,,
,,,,,,
Alaska,Yukon-Koyukuk Census Area,4%,Nenana,4%,Nenana,
Alaska,,,Galena,3%,Galena,
Alaska,,,Fort Yukon,3%,Fort Yukon,
Alaska,,,Ruby,N/A,Ruby,
Alaska,,,Anvik,N/A,Anvik,
Alaska,,,Clear,N/A,Clear Air Force Base,
Alaska,,,Minto,N/A,Alaska,
Alaska,,,Beaver,N/A,Alaska,
Alaska,,,Circle,N/A,Alaska State,
Alaska,,,Hughes,N/A,Hughes,
Alaska,,,Huslia,N/A,Huslia,
Alaska,,,Kaltag,N/A,Kaltag,
Alaska,,,Nulato,N/A,Nulato,
Alaska,,,Tanana,2%,Tanana,
Alaska,,,Central,N/A,Alaska State,
Alaska,,,Koyukuk,N/A,Alaska State,
Alaska,,,Nikolai,N/A,Nikolai,
Alaska,,,Rampart,N/A,Alaska State,
Alaska,,,Takotna,N/A,Alaska,
Alaska,,,Venetie,N/A,Alaska State,
Alaska,,,Grayling,N/A,Grayling,
Alaska,,,Mc Grath,N/A,Alaska,
Alaska,,,Shageluk,N/A,Shageluk,
Alaska,,,Allakaket,N/A,Allakaket,
Alaska,,,Holy Cross,N/A,Holy Cross,
Alaska,,,Chalkyitsik,N/A,Alaska,
Alaska,,,Bettles Field,N/A,Bettles,
Alaska,,,Arctic Village,N/A,Alaska State,
Alaska,,,Lake Minchumina,N/A,Alaska State,
Alaska,,,Stevens Village,N/A,Alaska,
Alaska,,,Manley Hot Springs,N/A,Alaska State,
,,,,,,
,,,,,,
Arizona,Apache County,9.43%,Window Rock,6.10%,,
Arizona,,,Chinle,6.10%,,
Arizona,,,Eagar,9.10%,,
Arizona,,,Saint Johns,9.10%,,
Arizona,,,Ganado,6.10%,,
Arizona,,,Fort Defiance,6.10%,,
Arizona,,,Springerville,9.10%,,
Arizona,,,Saint Michaels,6.10%,,
Arizona,,,Concho,6.10%,,
Arizona,,,Sanders,6.10%,,
Arizona,,,Teec Nos Pos,6.10%,,
Arizona,,,Many Farms,6.10%,,
Arizona,,,Vernon,6.10%,,
Arizona,,,Blue Gap,9.43%,,
Arizona,,,Lukachukai,6.10%,,
Arizona,,,Rock Point,6.10%,,
Arizona,,,Tsaile,6.10%,,
Arizona,,,Houck,6.10%,,
Arizona,,,Greer,6.10%,,
Arizona,,,Alpine,6.10%,,
Arizona,,,Lupton,6.10%,,
Arizona,,,Mcnary,6.10%,,
Arizona,,,Nazlini,6.10%,,
Arizona,,,Chambers,6.10%,,
Arizona,,,Nutrioso,6.10%,,
Arizona,,,Dennehotso,6.10%,,
Arizona,,,Red Valley,6.10%,,
